Age,RemoteWork,EdLevel,YearsCodePro,Country,Industry,Salary
45-54 years old,Remote,Less than a Bachelors,26.0,Canada,"IT, Software Development, Technology",89222.0
25-34 years old,Hybrid,Less than a Bachelors,10.0,Austria,Retail and Consumer Services,58899.0
35-44 years old,Hybrid,Post grad,5.0,Switzerland,Higher Education,110216.0
35-44 years old,Remote,Master’s degree,15.0,United States,"IT, Software Development, Technology",250000.0
25-34 years old,Remote,Bachelor’s degree,8.0,United States,Higher Education,135000.0
35-44 years old,Hybrid,Bachelor’s degree,11.0,Austria,"IT, Software Development, Technology",74963.0
25-34 years old,Remote,Bachelor’s degree,12.0,United States,Other,125000.0
35-44 years old,Remote,Bachelor’s degree,8.0,United States,Healthcare,180000.0
35-44 years old,Remote,Bachelor’s degree,11.0,United States,"IT, Software Development, Technology",187000.0
35-44 years old,Remote,Bachelor’s degree,22.0,Canada,Other,118962.0
25-34 years old,Hybrid,Bachelor’s degree,5.0,Spain,"IT, Software Development, Technology",32127.0
25-34 years old,Remote,Bachelor’s degree,7.0,Canada,Financial Services,81787.0
25-34 years old,Remote,Bachelor’s degree,8.0,Canada,Financial Services,96657.0
18-24 years old,Remote,Less than a Bachelors,7.0,Canada,"IT, Software Development, Technology",90000.0
35-44 years old,Remote,Master’s degree,2.0,United States,Healthcare,110000.0
25-34 years old,Remote,Less than a Bachelors,10.0,United States,Advertising Services,200000.0
45-54 years old,Hybrid,Master’s degree,28.0,Netherlands,Other,85672.0
35-44 years old,Remote,Bachelor’s degree,3.0,United States,Higher Education,92000.0
35-44 years old,Remote,Less than a Bachelors,8.0,United States,Insurance,170000.0
55-64 years old,Remote,Bachelor’s degree,35.0,United States,"IT, Software Development, Technology",140000.0
45-54 years old,Remote,Less than a Bachelors,24.0,United States,Financial Services,200000.0
25-34 years old,Remote,Less than a Bachelors,6.0,Canada,"IT, Software Development, Technology",59481.0
25-34 years old,Remote,Bachelor’s degree,7.0,United States,Other,180000.0
35-44 years old,Remote,Bachelor’s degree,22.0,Brazil,Advertising Services,180000.0
25-34 years old,Remote,Bachelor’s degree,2.0,Canada,Retail and Consumer Services,162830.0
25-34 years old,Remote,Bachelor’s degree,6.0,United States,"IT, Software Development, Technology",178000.0
45-54 years old,Remote,Master’s degree,25.0,United States,"IT, Software Development, Technology",195000.0
35-44 years old,Remote,Master’s degree,15.0,United States,Financial Services,145000.0
35-44 years old,Remote,Master’s degree,17.0,United States,Financial Services,185000.0
25-34 years old,Remote,Less than a Bachelors,7.0,Canada,"IT, Software Development, Technology",70634.0
25-34 years old,Hybrid,Master’s degree,2.0,Germany,"Manufacturing, Transportation, Supply",78175.0
35-44 years old,Remote,Master’s degree,16.0,Israel,"IT, Software Development, Technology",246431.0
25-34 years old,Hybrid,Bachelor’s degree,12.0,United Kingdom,Other,91862.0
25-34 years old,In-person,Bachelor’s degree,7.0,United States,Oil & Gas,195000.0
35-44 years old,Hybrid,Bachelor’s degree,16.0,Austria,"IT, Software Development, Technology",77961.0
25-34 years old,Remote,Bachelor’s degree,10.0,United States,Retail and Consumer Services,170000.0
25-34 years old,Remote,Bachelor’s degree,11.0,Canada,"IT, Software Development, Technology",148703.0
45-54 years old,Hybrid,Less than a Bachelors,25.0,United States,Healthcare,185000.0
35-44 years old,Remote,Less than a Bachelors,12.0,Italy,"IT, Software Development, Technology",27843.0
25-34 years old,Remote,Less than a Bachelors,9.0,United States,Other,200000.0
35-44 years old,Hybrid,Post grad,5.0,United States,"IT, Software Development, Technology",190000.0
18-24 years old,Hybrid,Bachelor’s degree,2.0,Germany,"IT, Software Development, Technology",44978.0
35-44 years old,Remote,Less than a Bachelors,11.0,United States,"IT, Software Development, Technology",123800.0
25-34 years old,In-person,Bachelor’s degree,6.0,United States,Healthcare,170000.0
25-34 years old,Remote,Bachelor’s degree,3.0,Canada,"IT, Software Development, Technology",59481.0
45-54 years old,Remote,Master’s degree,25.0,United States,Other,127050.0
45-54 years old,Hybrid,Bachelor’s degree,27.0,United States,Healthcare,140000.0
25-34 years old,In-person,Post grad,3.0,Canada,Higher Education,75838.0
35-44 years old,Remote,Master’s degree,12.0,India,"IT, Software Development, Technology",48468.0
35-44 years old,Hybrid,Master’s degree,8.0,Spain,"Manufacturing, Transportation, Supply",61041.0
25-34 years old,Remote,Bachelor’s degree,8.0,United States,Retail and Consumer Services,125000.0
45-54 years old,Hybrid,Less than a Bachelors,30.0,Italy,"IT, Software Development, Technology",32127.0
45-54 years old,Remote,Bachelor’s degree,16.0,United Kingdom,"IT, Software Development, Technology",139035.0
25-34 years old,Hybrid,Master’s degree,6.0,France,"IT, Software Development, Technology",50332.0
25-34 years old,Remote,Bachelor’s degree,9.0,United States,Other,90000.0
35-44 years old,Remote,Bachelor’s degree,15.0,United States,Healthcare,235000.0
35-44 years old,Remote,Bachelor’s degree,13.0,Germany,Retail and Consumer Services,101735.0
45-54 years old,Hybrid,Master’s degree,24.0,Canada,Healthcare,111527.0
25-34 years old,Remote,Bachelor’s degree,9.0,United States,"IT, Software Development, Technology",101000.0
35-44 years old,Hybrid,Master’s degree,21.0,United Kingdom,Other,95586.0
25-34 years old,Remote,Less than a Bachelors,14.0,United Kingdom,"IT, Software Development, Technology",105517.0
25-34 years old,Remote,Bachelor’s degree,8.0,Canada,Healthcare,127884.0
55-64 years old,Remote,Bachelor’s degree,34.0,United States,Other,119000.0
35-44 years old,Remote,Less than a Bachelors,25.0,United States,Advertising Services,127000.0
35-44 years old,Remote,Bachelor’s degree,10.0,United States,Healthcare,200000.0
18-24 years old,Hybrid,Less than a Bachelors,3.0,Italy,"IT, Software Development, Technology",26772.0
25-34 years old,Remote,Bachelor’s degree,9.0,United States,"IT, Software Development, Technology",174900.0
25-34 years old,Hybrid,Master’s degree,13.0,United Kingdom,"IT, Software Development, Technology",124138.0
18-24 years old,Hybrid,Bachelor’s degree,0.5,India,Retail and Consumer Services,32716.0
35-44 years old,Hybrid,Bachelor’s degree,20.0,United Kingdom,"Manufacturing, Transportation, Supply",72000.0
45-54 years old,Remote,Bachelor’s degree,25.0,United Kingdom,Other,99311.0
45-54 years old,Remote,Bachelor’s degree,25.0,Canada,"Manufacturing, Transportation, Supply",85504.0
25-34 years old,Hybrid,Bachelor’s degree,5.0,United States,"IT, Software Development, Technology",120000.0
45-54 years old,Hybrid,Master’s degree,25.0,United States,Healthcare,220000.0
25-34 years old,In-person,Less than a Bachelors,1.0,United States,"Manufacturing, Transportation, Supply",42000.0
25-34 years old,In-person,Bachelor’s degree,12.0,India,"IT, Software Development, Technology",18175.0
25-34 years old,Hybrid,Less than a Bachelors,12.0,Canada,"IT, Software Development, Technology",59481.0
45-54 years old,Remote,Master’s degree,25.0,United Kingdom,"IT, Software Development, Technology",55862.0
35-44 years old,In-person,Post grad,18.0,France,"IT, Software Development, Technology",50332.0
25-34 years old,Remote,Bachelor’s degree,10.0,Germany,Advertising Services,235597.0
25-34 years old,Remote,Bachelor’s degree,7.0,Canada,"IT, Software Development, Technology",155394.0
35-44 years old,Remote,Less than a Bachelors,5.0,United States,"IT, Software Development, Technology",169000.0
35-44 years old,Hybrid,Bachelor’s degree,15.0,Norway,"IT, Software Development, Technology",83455.0
25-34 years old,Remote,Bachelor’s degree,10.0,United States,"IT, Software Development, Technology",150000.0
25-34 years old,Hybrid,Master’s degree,9.0,Germany,Financial Services,107090.0
25-34 years old,In-person,Master’s degree,6.0,Germany,"IT, Software Development, Technology",107090.0
25-34 years old,Hybrid,Master’s degree,10.0,France,"IT, Software Development, Technology",85672.0
25-34 years old,Remote,Master’s degree,10.0,France,"IT, Software Development, Technology",96381.0
18-24 years old,Hybrid,Less than a Bachelors,3.0,Spain,Other,42836.0
25-34 years old,Remote,Bachelor’s degree,9.0,United States,"IT, Software Development, Technology",114000.0
25-34 years old,Hybrid,Bachelor’s degree,9.0,United States,"IT, Software Development, Technology",121000.0
35-44 years old,Remote,Bachelor’s degree,15.0,United States,"IT, Software Development, Technology",210000.0
35-44 years old,In-person,Less than a Bachelors,16.0,Austria,"IT, Software Development, Technology",74963.0
35-44 years old,Hybrid,Bachelor’s degree,13.0,Brazil,Financial Services,18259.0
25-34 years old,Remote,Bachelor’s degree,8.0,United States,"IT, Software Development, Technology",240000.0
25-34 years old,In-person,Bachelor’s degree,5.0,France,Retail and Consumer Services,37481.0
35-44 years old,Remote,Bachelor’s degree,12.0,Finland,Healthcare,92097.0
25-34 years old,Remote,Less than a Bachelors,15.0,Canada,"IT, Software Development, Technology",96657.0
45-54 years old,Remote,Bachelor’s degree,7.0,United States,Healthcare,130000.0
45-54 years old,Hybrid,Bachelor’s degree,18.0,United States,Financial Services,135000.0
35-44 years old,Remote,Bachelor’s degree,14.0,United States,"IT, Software Development, Technology",185000.0
35-44 years old,Remote,Bachelor’s degree,15.0,United States,Retail and Consumer Services,200000.0
25-34 years old,Remote,Bachelor’s degree,7.0,United States,"IT, Software Development, Technology",200000.0
25-34 years old,Hybrid,Bachelor’s degree,7.0,United States,Retail and Consumer Services,109000.0
35-44 years old,Hybrid,Less than a Bachelors,21.0,Canada,"IT, Software Development, Technology",70634.0
35-44 years old,Remote,Bachelor’s degree,15.0,United States,"IT, Software Development, Technology",150000.0
35-44 years old,Remote,Master’s degree,18.0,United States,"IT, Software Development, Technology",145000.0
65 years or older,Remote,Bachelor’s degree,45.0,United States,Other,145000.0
25-34 years old,In-person,Bachelor’s degree,4.0,United States,Financial Services,105000.0
25-34 years old,Remote,Bachelor’s degree,8.0,United States,Insurance,130000.0
25-34 years old,Remote,Master’s degree,8.0,Poland,"Manufacturing, Transportation, Supply",31104.0
25-34 years old,Hybrid,Bachelor’s degree,5.0,United States,Other,86000.0
25-34 years old,Remote,Bachelor’s degree,6.0,United States,"IT, Software Development, Technology",229789.0
35-44 years old,In-person,Bachelor’s degree,21.0,United States,Advertising Services,123000.0
35-44 years old,Hybrid,Post grad,10.0,United States,"IT, Software Development, Technology",220000.0
35-44 years old,Hybrid,Master’s degree,12.0,United States,"IT, Software Development, Technology",190000.0
25-34 years old,Hybrid,Less than a Bachelors,9.0,Canada,Financial Services,81787.0
25-34 years old,Hybrid,Master’s degree,6.0,France,"IT, Software Development, Technology",53545.0
25-34 years old,Remote,Bachelor’s degree,10.0,United States,"IT, Software Development, Technology",220499.0
25-34 years old,Remote,Master’s degree,2.0,Canada,Financial Services,74351.0
18-24 years old,In-person,Less than a Bachelors,2.0,Germany,"IT, Software Development, Technology",53545.0
25-34 years old,Remote,Master’s degree,4.0,Portugal,"IT, Software Development, Technology",32127.0
18-24 years old,Hybrid,Bachelor’s degree,0.5,United Kingdom,"IT, Software Development, Technology",46552.0
25-34 years old,Remote,Post grad,6.0,United States,"IT, Software Development, Technology",250000.0
55-64 years old,Remote,Master’s degree,37.0,United States,Retail and Consumer Services,200000.0
45-54 years old,Remote,Bachelor’s degree,13.0,Germany,"IT, Software Development, Technology",77104.0
35-44 years old,Remote,Less than a Bachelors,6.0,Russian,"IT, Software Development, Technology",20420.0
55-64 years old,Remote,Bachelor’s degree,20.0,United States,"IT, Software Development, Technology",120000.0
18-24 years old,In-person,Bachelor’s degree,0.5,United States,"Manufacturing, Transportation, Supply",79000.0
25-34 years old,Hybrid,Bachelor’s degree,5.0,Canada,"IT, Software Development, Technology",51302.0
45-54 years old,Hybrid,Bachelor’s degree,23.0,Israel,"IT, Software Development, Technology",128294.0
25-34 years old,Remote,Bachelor’s degree,10.0,United States,"IT, Software Development, Technology",130000.0
45-54 years old,Remote,Master’s degree,18.0,United States,"IT, Software Development, Technology",97000.0
25-34 years old,Hybrid,Bachelor’s degree,6.0,United States,Healthcare,130000.0
35-44 years old,Remote,Bachelor’s degree,14.0,Canada,"IT, Software Development, Technology",96657.0
35-44 years old,Hybrid,Bachelor’s degree,12.0,United States,"IT, Software Development, Technology",110000.0
35-44 years old,Hybrid,Bachelor’s degree,14.0,Canada,Other,70634.0
45-54 years old,Remote,Less than a Bachelors,21.0,United States,"IT, Software Development, Technology",139000.0
45-54 years old,Remote,Master’s degree,20.0,Germany,"IT, Software Development, Technology",104412.0
35-44 years old,Remote,Bachelor’s degree,20.0,Canada,"IT, Software Development, Technology",64686.0
25-34 years old,In-person,Master’s degree,6.0,Poland,"IT, Software Development, Technology",51441.0
35-44 years old,Remote,Bachelor’s degree,21.0,United States,Advertising Services,200000.0
35-44 years old,Remote,Bachelor’s degree,8.0,United States,Other,155000.0
25-34 years old,Hybrid,Bachelor’s degree,4.0,Spain,Other,42836.0
45-54 years old,Hybrid,Bachelor’s degree,32.0,United Kingdom,Retail and Consumer Services,148966.0
18-24 years old,Remote,Less than a Bachelors,2.0,United States,Other,70000.0
25-34 years old,Remote,Bachelor’s degree,11.0,United States,"IT, Software Development, Technology",200000.0
25-34 years old,Remote,Bachelor’s degree,3.0,United States,Other,103000.0
35-44 years old,Hybrid,Master’s degree,19.0,Germany,Insurance,81388.0
18-24 years old,Hybrid,Bachelor’s degree,2.0,United States,Healthcare,70000.0
45-54 years old,Remote,Bachelor’s degree,30.0,Canada,"IT, Software Development, Technology",104092.0
35-44 years old,Remote,Less than a Bachelors,18.0,Brazil,Financial Services,100000.0
25-34 years old,Hybrid,Bachelor’s degree,10.0,Canada,"IT, Software Development, Technology",185879.0
25-34 years old,Hybrid,Bachelor’s degree,3.0,Brazil,Wholesale,28403.0
35-44 years old,Remote,Bachelor’s degree,21.0,Brazil,Healthcare,97381.0
25-34 years old,Hybrid,Bachelor’s degree,3.0,Canada,"IT, Software Development, Technology",68924.0
25-34 years old,Hybrid,Master’s degree,10.0,United Kingdom,Healthcare,144621.0
35-44 years old,Hybrid,Master’s degree,17.0,United Kingdom,"Manufacturing, Transportation, Supply",81034.0
25-34 years old,Remote,Less than a Bachelors,5.0,Canada,"IT, Software Development, Technology",54648.0
25-34 years old,Remote,Less than a Bachelors,6.0,Brazil,"IT, Software Development, Technology",28615.0
25-34 years old,Hybrid,Bachelor’s degree,4.0,United Kingdom,Higher Education,49655.0
25-34 years old,In-person,Bachelor’s degree,10.0,United States,"Manufacturing, Transportation, Supply",100000.0
25-34 years old,Hybrid,Bachelor’s degree,13.0,United Kingdom,Higher Education,67035.0
35-44 years old,Remote,Bachelor’s degree,12.0,United States,"IT, Software Development, Technology",183000.0
